id,status_group
37979,non functional
62974,functional needs repair
47204,functional
57616,functional
35329,functional
10767,functional
39234,functional
28022,non functional
19427,non functional
57156,functional
25669,non functional
71153,non functional
43875,functional needs repair
3448,functional needs repair
9629,non functional
17846,non functional
22620,functional
2246,functional needs repair
28894,non functional
46489,non functional
39041,functional needs repair
65364,non functional
7226,non functional
2650,functional
7706,functional
23147,non functional
4797,non functional
23043,functional
13339,non functional
4229,functional needs repair
15853,functional
4180,functional needs repair
15068,functional
35611,functional needs repair
32401,functional
4110,functional
62206,functional
23600,functional needs repair
35239,functional
18252,non functional
18152,non functional
21850,functional needs repair
47509,non functional
13585,functional needs repair
16501,functional
9576,non functional
39351,functional
40022,functional needs repair
11435,functional
26631,functional
21565,non functional
40163,functional needs repair
13859,functional needs repair
50767,non functional
1932,functional
15282,non functional
73231,non functional
36347,functional
22076,functional
32903,non functional
31789,functional needs repair
67095,non functional
41894,functional
9150,non functional
24822,functional
40477,non functional
43193,functional
33377,functional needs repair
5889,functional
68402,functional
11690,non functional
9583,non functional
14643,functional
33152,non functional
45285,functional
11776,non functional
21082,functional
11224,functional
708,functional
24269,functional needs repair
66094,non functional
29402,non functional
2132,functional
31876,functional needs repair
24888,functional needs repair
17297,functional
63391,non functional
65405,non functional
27306,non functional
53792,functional
33760,functional
36858,functional
21982,non functional
47898,non functional
45931,functional needs repair
24282,non functional
57867,non functional
2268,functional
42870,functional needs repair
51026,functional
69496,non functional
46258,functional
53653,functional
8511,non functional
6437,functional needs repair
45277,functional
53647,non functional
45297,non functional
12871,non functional
73567,functional needs repair
37196,functional needs repair
33031,functional
50322,non functional
38362,non functional
48934,functional needs repair
50098,functional needs repair
25161,non functional
69627,non functional
37050,functional
40161,functional
8596,non functional
17636,functional
14577,functional
56393,non functional
12822,functional needs repair
41075,non functional
37885,functional needs repair
68842,functional
66015,non functional
21780,functional
6796,functional needs repair
56069,non functional
54247,functional
40874,functional
27638,functional needs repair
57276,functional needs repair
15827,functional
59544,non functional
46615,non functional
68917,functional needs repair
32281,functional
20795,non functional
3775,non functional
56610,non functional
14626,non functional
58335,functional needs repair
27434,non functional
45224,functional
21863,functional
13646,functional
45316,functional needs repair
39015,functional needs repair
62036,functional needs repair
19035,functional
46630,non functional
15059,non functional
32074,functional
39871,functional needs repair
32047,functional needs repair
9958,functional
38679,functional
67067,non functional
45840,non functional
71345,functional needs repair
28783,non functional
56300,non functional
25363,functional
57254,functional
4852,functional needs repair
37650,non functional
37830,non functional
55583,functional
47834,non functional
33053,functional needs repair
40053,functional
35615,functional needs repair
41935,functional
53719,non functional
42782,functional
24343,functional needs repair
44635,functional
46200,non functional
31185,non functional
16460,functional
17353,functional
5891,non functional
24375,non functional
5203,non functional
62385,non functional
56459,functional
29879,functional
51522,non functional
35245,non functional
40141,functional needs repair
4870,non functional
29726,non functional
43211,functional
62320,non functional
49299,non functional
35963,non functional
24820,functional
31300,functional needs repair
47524,functional needs repair
3102,functional
65536,functional needs repair
61221,non functional
72699,non functional
67398,non functional
13994,functional needs repair
27826,functional
1379,functional needs repair
2681,functional
53171,non functional
2389,non functional
55799,functional needs repair
59952,non functional
13243,functional
52845,non functional
7141,functional needs repair
36793,functional needs repair
28913,functional
22001,non functional
38907,functional
11162,functional needs repair
31701,functional
19800,functional
68622,functional
36197,non functional
41645,non functional
41299,non functional
63689,functional
64196,non functional
3309,non functional
60962,non functional
69933,functional needs repair
58960,non functional
52915,functional
24332,functional needs repair
46346,functional needs repair
73840,functional
20540,non functional
25032,functional needs repair
55800,functional needs repair
30448,functional
31637,functional
57334,functional needs repair
19040,functional
16127,non functional
18166,functional
37428,functional
60465,functional
38724,functional
56443,non functional
13307,non functional
40329,functional needs repair
845,functional needs repair
36907,functional needs repair
39583,functional
29041,non functional
57528,non functional
33196,non functional
14740,functional needs repair
52667,functional
403,functional
59130,non functional
45426,functional needs repair
66786,non functional
53110,non functional
12745,functional
26571,non functional
21083,non functional
55246,functional needs repair
23085,functional needs repair
41860,functional
65999,non functional
4741,non functional
8189,non functional
45623,non functional
51651,non functional
3575,non functional
73396,functional needs repair
70645,functional
55369,functional
16473,non functional
68346,non functional
9481,functional
21439,non functional
835,non functional
24667,non functional
64713,functional
35303,non functional
62990,functional
40591,non functional
15240,functional
36088,non functional
18110,non functional
2314,functional
14209,non functional
44542,non functional
16684,functional
18841,non functional
12368,functional
60453,functional needs repair
66939,functional
69334,functional
50057,non functional
59836,functional
44365,functional
23168,functional needs repair
27877,non functional
23909,functional needs repair
15424,functional
46084,non functional
26292,non functional
28159,non functional
57935,functional needs repair
48599,functional
768,functional needs repair
62438,non functional
27414,functional needs repair
46750,functional needs repair
16436,non functional
32535,functional
41758,functional
66899,non functional
24670,non functional
31459,functional
66195,functional
54881,functional needs repair
52075,functional
41587,functional
60141,functional
41043,functional
43950,functional
48121,functional
65965,functional
70664,functional needs repair
4887,functional
62128,non functional
62993,non functional
54823,non functional
67336,functional needs repair
11461,functional
6405,non functional
3604,non functional
13496,functional
69465,functional
52159,non functional
62523,non functional
12909,functional needs repair
9031,functional
38142,non functional
9976,non functional
12457,functional
83,functional
41441,functional
37002,non functional
14445,functional needs repair
49312,functional
37763,functional
18581,non functional
17791,functional
37664,functional
55316,non functional
67418,non functional
62465,functional needs repair
8682,functional
18905,functional
8129,functional
6490,functional
58222,functional
26087,non functional
54721,functional
2986,functional
62250,functional needs repair
13215,functional
40638,non functional
52286,functional needs repair
56328,non functional
66140,functional needs repair
73270,non functional
46918,functional
37800,non functional
42236,non functional
57022,non functional
32769,functional needs repair
60417,functional
18381,non functional
45799,functional needs repair
16607,functional
34727,non functional
65469,functional
44913,functional needs repair
50367,non functional
50806,functional
40770,functional
3166,functional needs repair
43932,functional needs repair
9054,functional
3088,functional needs repair
55589,functional
56199,functional
43749,functional
70409,functional
47010,functional
30427,functional
31052,functional
14338,functional
53535,non functional
54524,non functional
34913,functional needs repair
70918,functional
55805,functional
46480,non functional
6477,functional
68683,functional
64153,non functional
5836,functional needs repair
47654,non functional
47513,non functional
70105,non functional
65915,functional needs repair
72961,functional
20292,non functional
9641,functional
43467,functional needs repair
34468,functional
24910,functional needs repair
59441,non functional
73772,functional
67356,functional needs repair
5377,non functional
56133,functional
38004,non functional
65662,non functional
68465,functional
9610,functional
13502,functional needs repair
53131,functional
43862,non functional
41294,functional
29623,functional
73956,non functional
69743,functional needs repair
54200,non functional
24857,functional
46305,functional needs repair
26411,non functional
62264,functional
31079,non functional
43949,functional needs repair
10433,non functional
26672,functional needs repair
21265,non functional
10059,functional
60084,non functional
53252,functional
32035,functional needs repair
72898,functional
34460,non functional
68561,non functional
20908,functional
34485,functional
58522,non functional
19340,non functional
24072,non functional
1597,functional
21617,non functional
4294,functional needs repair
62458,non functional
60703,functional
54351,non functional
3655,functional
52100,non functional
35989,functional needs repair
34759,non functional
55209,non functional
21606,functional
20748,non functional
73003,non functional
29246,non functional
29896,functional
30122,non functional
37159,non functional
62494,functional
54202,functional needs repair
60549,non functional
63553,functional needs repair
13980,functional
56243,functional
23544,functional needs repair
73601,functional needs repair
13232,functional needs repair
24549,non functional
49792,functional
36789,non functional
40035,functional needs repair
70871,non functional
53126,non functional
57744,non functional
30902,functional
40155,functional
55484,functional
12965,functional needs repair
1862,functional needs repair
9531,functional
21824,functional needs repair
63103,functional needs repair
66838,non functional
39758,functional
15287,functional
14628,functional
12434,functional
39114,non functional
26802,functional
17956,functional
9652,functional
73221,non functional
30495,non functional
25095,non functional
37362,non functional
30853,functional
37450,functional needs repair
7709,functional
71149,functional
65429,functional
2279,functional
58659,functional
56347,functional
48037,functional needs repair
304,functional
60334,functional
35035,functional
1632,functional
68282,functional needs repair
52597,non functional
2155,non functional
56324,non functional
53263,functional
66283,non functional
68297,functional
66942,functional
408,functional needs repair
40180,non functional
16240,functional
24437,non functional
6210,non functional
65242,functional needs repair
24615,non functional
55748,functional
10808,functional
49461,functional needs repair
10187,functional
30169,functional needs repair
45003,non functional
29475,non functional
67368,functional
65354,functional needs repair
59864,functional
36107,non functional
17670,functional
45099,non functional
33315,non functional
1798,non functional
15625,functional
71041,non functional
14802,non functional
70723,non functional
36579,non functional
55771,non functional
11291,non functional
53452,functional
73294,functional
42193,non functional
22069,functional needs repair
32094,non functional
33954,non functional
65569,functional needs repair
14971,functional
53392,non functional
38014,non functional
47887,functional
427,non functional
47187,functional
57770,functional needs repair
35802,functional
5807,functional
29766,functional needs repair
69039,non functional
25933,non functional
71281,functional
66591,non functional
44836,non functional
70648,non functional
24112,non functional
53139,non functional
16115,non functional
12360,non functional
10119,non functional
6607,functional
17198,non functional
57604,functional needs repair
15591,functional
35030,non functional
1602,functional
44175,non functional
34772,functional
60568,functional needs repair
30334,non functional
46063,functional
68082,functional needs repair
51738,functional
263,functional needs repair
34532,non functional
18645,functional
1137,functional
8187,functional
59135,non functional
23404,functional
33150,functional needs repair
18511,non functional
73329,functional
73192,functional
67741,functional needs repair
43292,functional needs repair
72788,functional needs repair
61551,functional needs repair
17789,non functional
40009,functional needs repair
33599,functional
18995,non functional
42047,functional needs repair
67141,functional needs repair
1661,non functional
54893,non functional
46857,functional
47355,functional
71793,non functional
43387,functional
44743,non functional
33357,functional
21868,functional needs repair
29768,functional
42053,non functional
26585,functional needs repair
41862,non functional
37361,functional needs repair
41897,non functional
42244,functional
55338,non functional
3315,non functional
62411,functional
44380,functional needs repair
67518,functional
14299,non functional
49562,functional
56390,non functional
6721,functional
45466,non functional
34430,non functional
25314,functional needs repair
14119,non functional
8218,functional needs repair
58826,functional needs repair
3347,functional needs repair
65209,functional needs repair
15149,functional
58611,non functional
48750,non functional
35674,non functional
41961,non functional
48812,non functional
60551,functional needs repair
42318,functional needs repair
17295,functional
3024,functional needs repair
31612,non functional
19598,functional
71357,functional needs repair
56135,non functional
64604,functional needs repair
25672,functional
44392,functional needs repair
48738,non functional
58474,non functional
37377,functional needs repair
40319,non functional
38029,functional
53170,functional needs repair
50190,functional
66802,non functional
74030,functional needs repair
14612,functional needs repair
39928,non functional
7471,functional needs repair
48430,non functional
34984,functional
8786,non functional
2751,non functional
60578,functional needs repair
17632,non functional
20077,non functional
49407,non functional
20427,functional needs repair
71368,non functional
71308,functional
18764,non functional
9785,non functional
1743,functional
49976,non functional
5142,non functional
13224,non functional
38073,non functional
35711,functional needs repair
3988,non functional
9205,functional
46171,functional
15001,functional
33206,functional
46425,functional needs repair
74099,functional
14041,functional
43989,functional needs repair
28795,functional needs repair
50777,functional
3325,non functional
42215,non functional
29920,non functional
42826,functional
55212,non functional
39537,non functional
43814,functional
58252,functional needs repair
48764,functional
66818,non functional
30532,functional
53458,non functional
50722,functional needs repair
18154,non functional
17719,non functional
5930,functional
57520,non functional
51351,functional
66807,functional
43438,non functional
20409,non functional
28130,non functional
71135,functional
30875,functional needs repair
9213,functional needs repair
33341,functional
51458,non functional
7648,non functional
63666,non functional
21366,functional
18911,non functional
61076,functional
26404,functional
38350,non functional
16368,functional
20258,non functional
7859,functional
4405,functional
13917,functional
37518,functional needs repair
16777,functional
60400,non functional
10073,functional
13350,functional
49688,functional needs repair
13955,functional needs repair
40918,non functional
13226,non functional
58334,functional needs repair
17545,functional
59015,non functional
3374,functional
24887,functional
38209,non functional
46723,functional
62578,non functional
55412,non functional
73903,non functional
52049,non functional
5862,functional
15371,functional
47621,functional needs repair
21218,functional needs repair
71567,functional
65260,functional needs repair
6153,non functional
34233,functional
873,non functional
24567,functional
20024,functional
46539,non functional
14635,non functional
29072,functional
35356,functional
936,non functional
68838,non functional
69715,functional needs repair
21190,functional needs repair
32469,functional needs repair
73330,functional
56572,functional
69285,functional
2874,functional
16767,non functional
59037,non functional
9209,functional needs repair
48673,non functional
11376,functional
63473,functional
33718,functional
64374,functional
20557,non functional
63068,functional needs repair
40865,functional needs repair
247,functional
22514,non functional
69849,functional
33102,non functional
30549,functional needs repair
16753,functional
71400,non functional
33403,functional needs repair
21798,functional needs repair
20721,non functional
32707,non functional
2923,functional
67831,functional needs repair
59754,functional
35196,functional
26403,non functional
38262,functional
47746,functional needs repair
15274,functional needs repair
31525,functional
60960,functional
65784,non functional
62754,functional needs repair
29093,functional
34854,non functional
48681,non functional
10776,functional needs repair
6743,functional
45227,functional needs repair
30267,non functional
23140,functional
57490,non functional
4504,functional
19727,functional
71984,functional needs repair
43209,non functional
72753,non functional
61572,functional needs repair
18543,functional needs repair
56348,non functional
66707,non functional
7133,functional
46267,functional
68267,functional needs repair
37601,functional
31118,non functional
54582,functional
50499,functional
73245,functional needs repair
43554,non functional
44886,non functional
58787,functional
65470,non functional
66541,functional needs repair
62766,non functional
29942,non functional
65418,non functional
36825,functional
24795,non functional
34639,functional
25307,functional needs repair
6492,non functional
71237,functional needs repair
14515,functional
12655,functional
9102,non functional
55517,functional
57681,functional
7417,functional
4109,functional
23934,functional
61236,non functional
69600,functional needs repair
7298,non functional
53236,non functional
45783,functional
60624,non functional
1003,functional needs repair
68752,non functional
63430,non functional
50781,functional needs repair
73116,functional
55839,functional
36337,functional needs repair
60805,non functional
39460,functional
8652,non functional
2082,functional needs repair
33838,functional
30167,functional
58613,functional
59808,functional
40549,functional
51032,functional needs repair
4970,functional needs repair
31718,non functional
7448,functional
33039,non functional
18162,functional
54947,non functional
25673,functional needs repair
7034,non functional
39121,functional
16592,functional needs repair
58164,functional needs repair
11108,functional
57046,functional needs repair
65501,functional
15535,functional needs repair
39945,functional needs repair
62107,functional
19229,functional needs repair
18398,non functional
60414,functional
22608,non functional
72902,functional
14785,functional
56454,functional needs repair
31862,functional needs repair
68861,non functional
2418,non functional
74010,functional
63813,functional
27645,functional
73011,non functional
9092,functional
66593,functional
16257,functional
37407,functional
38761,non functional
73633,non functional
54435,functional
3892,functional needs repair
30201,functional needs repair
66363,non functional
73327,non functional
32743,functional needs repair
5390,non functional
33240,functional
32675,functional needs repair
37836,non functional
67404,functional
28539,functional
66098,non functional
1420,functional needs repair
15260,non functional
59666,functional needs repair
59841,functional
70159,functional
32808,functional needs repair
6351,functional
39453,functional
8670,functional
46548,functional needs repair
12409,functional
47267,non functional
34963,functional needs repair
71579,functional
50979,non functional
10509,functional needs repair
55581,functional needs repair
5667,functional
66458,functional
37668,functional
59805,functional
32419,non functional
28922,functional
69611,non functional
32593,non functional
7385,functional
71543,functional
72016,functional
30969,non functional
27652,non functional
26374,functional
2102,non functional
31936,non functional
10668,functional
56611,functional
14842,non functional
67294,non functional
61106,functional
61693,functional
18196,functional
27990,functional
17475,functional needs repair
19280,non functional
43449,non functional
5510,non functional
9456,non functional
20064,functional
5036,functional
23634,non functional
32625,non functional
232,functional needs repair
20621,functional
73340,non functional
41313,non functional
19027,non functional
59172,non functional
13918,non functional
32798,functional
72071,non functional
59642,non functional
25338,functional
7263,functional
5181,functional needs repair
36311,non functional
41021,functional
25507,functional
13061,functional
62816,non functional
34508,functional needs repair
72432,functional
6206,functional
38985,functional
1344,functional needs repair
56627,non functional
29762,functional
40935,non functional
25881,non functional
66780,non functional
70833,functional
59072,non functional
48905,non functional
37413,non functional
55075,non functional
43785,functional
6186,functional needs repair
20044,functional
45487,non functional
62706,functional needs repair
67613,functional
30321,functional needs repair
48653,functional
71656,functional
60220,functional
6635,functional needs repair
73843,non functional
48882,non functional
47930,non functional
34624,functional
15439,functional needs repair
72388,non functional
48756,non functional
27367,functional needs repair
22477,functional
3332,functional needs repair
35824,non functional
63880,functional
18313,functional needs repair
68254,functional
42512,non functional
25022,functional
69433,functional needs repair
25885,functional
37208,functional
2407,non functional
37908,functional needs repair
45697,functional
38717,non functional
17405,non functional
9968,non functional
41889,functional
32909,functional needs repair
64988,functional
56035,functional
42184,non functional
50180,functional
57915,non functional
50236,functional needs repair
38455,non functional
27152,non functional
37521,functional needs repair
8563,non functional
4711,functional needs repair
34441,non functional
72653,functional
61528,functional needs repair
8474,functional needs repair
23513,functional
39096,functional
55208,non functional
26686,functional
4513,functional needs repair
39903,non functional
13798,functional
6638,functional
69443,non functional
11109,functional
24523,functional
74173,functional needs repair
10470,functional needs repair
73788,functional needs repair
10236,functional needs repair
69050,functional needs repair
12138,functional needs repair
62171,non functional
23838,functional
7231,non functional
21795,non functional
38367,functional
1183,non functional
21848,functional needs repair
68794,non functional
72469,non functional
32979,functional needs repair
57277,functional
8557,functional needs repair
32431,functional
68921,non functional
13624,non functional
36372,functional
38226,non functional
69948,functional needs repair
40076,non functional
55444,functional needs repair
62398,functional needs repair
48400,functional needs repair
72608,functional needs repair
10086,non functional
40852,functional needs repair
5468,functional
33190,non functional
14564,functional
14869,functional
51708,functional
71977,functional needs repair
6962,non functional
63879,functional needs repair
20272,functional
32573,functional
60548,non functional
5993,functional
17916,functional
6751,non functional
63986,functional
21389,non functional
73177,functional
47751,non functional
45035,functional
3173,functional needs repair
49432,functional needs repair
48141,non functional
15138,functional
62090,functional needs repair
44294,non functional
44835,functional
54139,functional
2495,non functional
55173,functional
14007,non functional
53406,functional
30316,functional
21429,non functional
62649,non functional
1558,non functional
57346,non functional
29688,functional needs repair
48701,functional
38968,functional
18570,functional
7004,functional needs repair
51189,non functional
11932,functional
70807,non functional
24697,non functional
23607,non functional
2725,non functional
18477,non functional
45921,functional
27751,functional
11794,functional needs repair
36238,non functional
71905,non functional
22407,functional
9988,functional
32999,non functional
62709,functional
4103,functional
32031,non functional
17020,functional needs repair
64049,functional
15202,non functional
54892,functional needs repair
43269,functional
4618,functional
36531,non functional
55205,non functional
10357,functional needs repair
54833,functional
34051,non functional
40950,functional
39236,functional
36553,functional
58726,non functional
36833,functional
31929,non functional
43134,functional needs repair
73212,non functional
55786,functional
71695,functional needs repair
2884,functional
39952,non functional
50042,functional
36274,functional needs repair
41219,non functional
55158,non functional
50557,functional
50278,functional needs repair
42758,functional
23619,functional
5557,non functional
63793,functional
28098,functional
65379,non functional
60409,non functional
51144,non functional
58047,non functional
65689,non functional
53232,non functional
29670,non functional
27788,non functional
4177,non functional
56600,functional
28153,non functional
65805,non functional
44941,non functional
39064,functional
71475,functional
38779,non functional
27014,functional needs repair
1666,non functional
56113,functional
52151,functional
17362,non functional
60418,functional
8056,non functional
21412,functional
51482,functional
20255,non functional
8231,non functional
42028,functional
45143,functional
15903,non functional
27868,non functional
52875,non functional
58861,non functional
47215,functional needs repair
74007,functional
17130,functional
33781,functional needs repair
41964,functional
54373,functional
64401,non functional
60230,functional needs repair
34010,non functional
50437,functional
32418,functional
39701,non functional
100,non functional
60225,functional needs repair
48074,functional
67667,functional needs repair
40255,functional
32098,functional
22920,non functional
18965,functional needs repair
47440,functional
11135,functional needs repair
47498,functional
48973,non functional
3430,non functional
18302,non functional
48378,functional
52348,non functional
66811,functional needs repair
62512,functional
53350,functional
59668,functional needs repair
28773,functional
60419,functional
11105,non functional
18575,functional
58045,functional
38858,non functional
18497,functional
790,functional
23094,non functional
44515,functional needs repair
16613,functional
6060,functional needs repair
65332,functional needs repair
17058,non functional
39288,functional needs repair
30515,functional needs repair
4680,functional
60998,non functional
50560,non functional
21892,non functional
58791,functional
61369,non functional
35496,non functional
3455,functional needs repair
50927,functional needs repair
23923,non functional
53428,functional
4972,non functional
7299,functional
35530,non functional
25574,non functional
37395,non functional
11519,functional needs repair
51751,functional
4692,functional
67733,functional needs repair
63243,functional needs repair
13209,functional needs repair
56158,functional
57466,non functional
24805,non functional
13175,functional
45458,functional
61168,functional needs repair
30529,functional
39736,functional
65319,non functional
74132,functional
40091,non functional
42599,functional
2796,functional needs repair
56951,non functional
73499,functional
24219,non functional
10905,functional
62780,non functional
73750,functional needs repair
22997,functional
70130,functional
67009,non functional
18610,functional
27274,functional
15506,non functional
31350,functional
6648,functional
43803,non functional
55500,functional needs repair
13986,functional
34336,non functional
63118,functional needs repair
65821,functional
22918,functional needs repair
3251,non functional
29201,functional needs repair
43719,non functional
69872,non functional
72307,non functional
63842,functional
66400,functional
63743,functional needs repair
57662,functional
41590,non functional
1028,functional needs repair
70386,functional needs repair
270,non functional
7741,functional
51494,functional
15158,functional needs repair
17745,functional
30694,functional
22353,non functional
15999,non functional
44899,functional
55378,functional
60844,functional
10361,functional needs repair
10188,non functional
72490,functional
47593,functional
7684,functional
220,functional
54144,non functional
23078,functional needs repair
58501,functional needs repair
6596,functional needs repair
41353,functional needs repair
44020,non functional
9845,functional needs repair
29175,non functional
7436,functional needs repair
12722,functional
43260,functional
10174,non functional
56685,functional needs repair
71674,functional
65262,functional needs repair
50621,non functional
23951,functional
20820,functional
42695,non functional
50858,non functional
19098,functional
35504,functional needs repair
54849,functional
29922,non functional
73657,non functional
40341,functional needs repair
15360,functional
22181,functional needs repair
10558,functional
33690,non functional
12091,functional
19435,non functional
46554,non functional
8732,functional
72557,functional
54331,functional
24883,functional
6212,functional
71164,non functional
1955,functional needs repair
34357,functional needs repair
46113,non functional
18804,functional
13895,non functional
62758,functional needs repair
54648,functional
72980,non functional
44161,functional needs repair
58193,functional
41792,functional
49261,functional needs repair
59400,functional needs repair
65514,functional needs repair
34695,functional
30731,functional
16396,functional needs repair
74071,functional needs repair
19087,functional
18929,functional
67835,functional
40700,functional needs repair
46363,non functional
38284,non functional
10859,functional
33674,functional
33351,functional
6000,functional
65777,non functional
69761,functional needs repair
50359,functional needs repair
25321,functional needs repair
62779,non functional
12193,functional needs repair
26931,functional
25739,non functional
60667,functional
53203,functional
35047,functional needs repair
67273,functional
53993,functional
33057,functional
39913,functional needs repair
54585,functional
57391,functional needs repair
56482,functional
21138,functional
59122,non functional
52626,functional
24427,functional needs repair
21877,non functional
11175,functional needs repair
42524,functional needs repair
10208,functional
38066,non functional
72460,functional needs repair
71979,functional needs repair
32484,functional needs repair
3816,functional needs repair
39136,functional needs repair
21963,non functional
3302,functional
5591,non functional
32619,functional
44437,non functional
2211,functional needs repair
60682,functional
35461,functional
4967,non functional
40623,non functional
23657,functional needs repair
63604,non functional
36388,functional
62534,functional
36461,functional needs repair
21746,non functional
34330,non functional
9231,functional
34543,functional
33628,non functional
21770,non functional
28678,functional needs repair
19013,non functional
10561,non functional
57113,functional needs repair
31470,functional needs repair
14287,non functional
65106,non functional
57957,functional
39551,non functional
23716,non functional
10777,functional needs repair
54436,non functional
16031,functional
48344,non functional
61570,non functional
4872,non functional
42546,functional needs repair
4453,non functional
56558,non functional
37225,functional needs repair
28884,functional needs repair
39846,non functional
60331,non functional
22740,functional needs repair
9185,functional needs repair
29671,functional needs repair
35023,functional
68900,non functional
43469,non functional
9278,functional needs repair
9113,non functional
47859,functional needs repair
35732,functional needs repair
18623,non functional
3257,functional needs repair
44249,functional needs repair
41407,non functional
22697,non functional
29437,functional needs repair
40651,functional
32702,functional
67020,non functional
41809,non functional
48125,functional needs repair
10523,functional
5383,functional needs repair
67167,functional
29495,functional needs repair
67260,functional
726,functional
33409,non functional
16916,functional needs repair
45300,functional needs repair
12557,functional
70099,functional needs repair
27532,functional
36215,non functional
48476,non functional
69878,functional
26155,functional needs repair
68065,functional
25411,functional
66919,non functional
40268,non functional
64437,functional needs repair
60066,functional needs repair
23974,functional
31611,non functional
65998,functional needs repair
54108,non functional
30953,functional
27039,functional needs repair
35535,non functional
6073,functional
39489,functional needs repair
45024,functional
27758,functional needs repair
7177,functional needs repair
70088,non functional
41683,functional needs repair
62658,functional
29750,functional
53215,functional
67131,non functional
44809,functional
70157,non functional
6992,non functional
3364,functional needs repair
54420,functional
12269,non functional
16599,functional
26923,functional
19735,functional
45120,functional
47564,non functional
62286,functional needs repair
56869,functional
41647,functional needs repair
53720,functional needs repair
22073,functional needs repair
34016,functional
789,functional needs repair
34849,functional
10834,functional
73547,non functional
67445,functional needs repair
30009,non functional
2981,functional needs repair
47271,non functional
52206,functional needs repair
63484,functional needs repair
17307,non functional
20945,non functional
27656,functional needs repair
11253,functional needs repair
49767,functional
42177,functional
71985,non functional
6166,functional
26303,functional needs repair
59944,functional
32659,functional
23248,non functional
12143,non functional
15566,functional needs repair
21066,non functional
38464,functional needs repair
31813,non functional
28468,non functional
42358,functional needs repair
62208,functional
17787,functional
58743,non functional
13056,functional
36750,functional
24659,functional
59879,functional
49085,non functional
1565,non functional
52352,non functional
26710,functional
65198,functional
66772,functional needs repair
11764,functional
31508,functional
53891,non functional
61932,non functional
56827,functional
69856,functional
59624,non functional
68185,functional
24241,functional
25647,non functional
52324,functional needs repair
30638,functional
35327,functional
14648,functional
20156,functional needs repair
19081,non functional
67106,non functional
14555,non functional
35700,functional needs repair
4803,non functional
62978,non functional
19269,non functional
26903,functional
30234,non functional
41519,functional needs repair
73264,functional
73004,functional
22020,functional
22263,functional
64078,functional
60197,non functional
14185,functional
55570,non functional
29746,non functional
9360,functional
14935,non functional
58508,functional
31082,non functional
32612,functional needs repair
45879,functional
23881,functional
39417,functional
17959,non functional
67604,functional needs repair
65521,non functional
68016,functional
19695,functional needs repair
40113,non functional
8443,functional needs repair
42485,functional
42720,non functional
9537,functional needs repair
26267,functional
24035,functional
10226,non functional
47028,non functional
47207,functional
16559,functional
33868,functional
11422,functional needs repair
56888,functional needs repair
3108,non functional
48828,functional needs repair
34023,non functional
44658,non functional
52593,functional
3040,non functional
6829,functional
4673,functional
3499,functional
17949,functional
63394,non functional
10159,functional
48217,non functional
44960,functional
5397,non functional
6996,functional
66197,functional
4376,functional needs repair
85,functional needs repair
44479,functional needs repair
70067,functional
62364,non functional
49597,non functional
9830,non functional
33917,non functional
10598,non functional
59390,functional needs repair
54288,functional needs repair
63314,functional
52861,functional
7475,non functional
45352,non functional
71730,non functional
65882,functional needs repair
6997,functional
68972,functional needs repair
2064,non functional
65182,non functional
27626,non functional
9024,non functional
33719,non functional
73229,functional
23876,non functional
9282,non functional
10705,functional
39080,functional
60222,functional
7205,functional needs repair
27194,functional
61832,non functional
22547,functional
8431,non functional
59404,non functional
73413,functional
31624,functional
11456,non functional
28826,non functional
31610,functional
3182,non functional
44786,non functional
21835,functional needs repair
23067,non functional
14486,functional needs repair
22929,functional
13884,functional
20965,functional
74024,functional
42108,functional
1483,non functional
47026,functional
16356,functional
57245,functional needs repair
4953,non functional
70577,functional
62495,functional
2578,non functional
63534,functional needs repair
70160,functional
65946,functional
65908,non functional
19025,non functional
53654,non functional
26930,non functional
38870,functional needs repair
9991,non functional
36580,functional
52494,non functional
12054,functional
28427,functional
50614,functional
2456,non functional
27366,functional needs repair
38417,non functional
57240,functional
69146,functional
36139,non functional
44846,functional needs repair
41853,functional needs repair
71306,functional
48902,functional
58072,non functional
24744,functional
70781,functional needs repair
7736,functional
37497,non functional
10671,non functional
47335,functional
30147,non functional
7026,non functional
24229,functional
29451,non functional
50016,non functional
20397,non functional
48840,functional needs repair
56020,functional
52122,functional needs repair
18322,non functional
51296,non functional
33951,functional
10116,functional
39021,functional
28269,functional needs repair
25176,functional needs repair
51108,functional
57511,functional
131,functional needs repair
20818,non functional
18685,functional needs repair
59708,functional
8780,functional
57850,functional needs repair
19520,functional needs repair
55299,functional
19421,functional needs repair
6806,functional needs repair
19429,functional
44568,functional needs repair
17311,functional
7827,functional needs repair
67221,functional
69803,non functional
39771,functional
54206,non functional
70278,non functional
11631,functional needs repair
47897,non functional
54184,functional
21662,functional
22557,functional
61755,non functional
29977,functional
28121,non functional
61978,functional
71029,non functional
59965,non functional
71545,functional
41633,functional
39352,functional
31151,functional
66436,functional
63946,functional needs repair
3593,functional
26620,functional needs repair
38188,functional
34213,non functional
21118,non functional
4549,functional
53298,functional
71996,non functional
26116,functional
49245,non functional
35201,functional
60753,functional
62945,non functional
53722,functional needs repair
364,non functional
53340,functional
37073,functional
21170,functional
2000,functional
6847,functional needs repair
64167,non functional
22019,non functional
29755,functional
24897,functional
53849,functional needs repair
41234,non functional
58249,functional needs repair
5760,functional
34643,non functional
45589,non functional
912,non functional
35302,functional needs repair
38801,functional
